id,month,skills,has_skills,full_text,role,skill_category
47004190,2026-02,Python,1,"Herdify | Bristol, UK | Hybrid/Onsite | Full Time Herdify is a young B2B SaaS company based in Bristol building a product to deliver behavioural science to consumer brands. We are looking for a skille",Backend Engineer,Languages
46976593,2026-02,AI|AWS|Azure|GCP|JavaScript|TypeScript,1,Faraday ( https://faraday.so/ ) | Senior Full-Stack Engineer (Backend) | New York City (Chinatown) | ONSITE | $160K–$200K + seed-stage equity Faraday is automating the back office for the $600B home s,Backend Engineer,ML & AI
46981832,2026-02,AWS|Android|Ios|JavaScript|Kotlin|Python|Swift|Terraform|TypeScript,1,Duolingo | Full-time | Multiple roles | $177K-$300K | NY and Pittsburgh | ONSITE Our mission is to develop the best education in the world and make it universally accessible. Our culture is eng-driven,Backend Engineer,Cloud
46972527,2026-02,AWS|Docker|JavaScript|Kubernetes|Nestjs|PostgreSQL|Prometheus|React|Redis|Terraform|TypeScript,1,"BetterDB ( https://betterdb.com ) ( https://github.com/BetterDB-inc ) | Founding Engineer | Remote | Full-time BetterDB is building the tooling ecosystem for Valkey, the high-performance Redis fork ba",Frontend Engineer,Cloud
46901627,2026-02,AI|JavaScript|Ruby|TypeScript,1,"Teamtailor | AI Product Developer | REMOTE (EU) or HYBRID (Stockholm/Gothenburg/Linköping, Sweden) Hi! I'm CJ, Head of Product at Teamtailor ( https://teamtailor.com ). We're a bootstrapped scale-up b",Backend Engineer,ML & AI
46857964,2026-02,Unclassified,0,"Axle Energy | London, UK | Hybrid (2-3 days/week in office) We build software to run decarbonised electricity grids. Our platform controls hundreds of thousands of energy assets across the UK (and Eur",Unclassified,Other
46874404,2026-02,AI,1,Folio | Backend / Product Engineers | REMOTE (US) | Full-time |  https://folio.co Hotel procurement's a $400B industry still running on spreadsheets and phone calls (and faxes!). We're bringing world-,General Software Engineer,ML & AI
46860607,2026-02,AI|JavaScript|Machine Learning|Python|React|TypeScript,1,"CVector | Software Engineers, Senior Research Engineer | New York City (FiDi) | ONSITE | Full-time | VISA SPONSORSHIP CVector builds software to bring real time economic optimization and AI prediction",Frontend Engineer,ML & AI
46858523,2026-02,AI|Ios,1,"Neurotone.ai | Fully Remote | Full-time | neurotone.com
Neurotone is revolutionizing auditory training with AI, helping people with hearing disabilities maximize their hearing aids. We’re a small, fas",General Software Engineer,ML & AI
46861845,2026-02,AI|AWS|JavaScript|MongoDB|NextJS|Python|TypeScript,1,"Jurata | Software Engineer (Frontend/Fullstack) | Zurich, Switzerland | ONSITE | Full-time
Jurata is a LegalTech startup building an online one-stop shop for legal, accounting, and tax services. We he",Frontend Engineer,ML & AI
46858929,2026-02,Unclassified,0,"PMG |  https://www.pmg.com/careers/  | Dallas / NYC | Full Time | Developers, Data Scientists, Engineering Managers
We are looking to grow our technology team. We build large scale marketing technolog",Unclassified,Other
46983344,2026-02,Ios,1,"Ro | NYC | Hybrid/Onsite | Full Time Hiring Backend Engineers, SRE, Team Leads, Management, and an iOS Engineering role Job board -  https://ro.co/careers/#open-roles Ro is a direct-to-patient healthc",General Software Engineer,Other
46858474,2026-02,.NET|AWS|C#|JavaScript|PostgreSQL|React|TypeScript|Visual Basic,1,"RepSpark | Engineering | REMOTE (US) | Full-Time |  https://www.repspark.com RepSpark is the top SaaS B2B wholesale e-commerce platform for brands in apparel, footwear, and accessories. For example, w",Frontend Engineer,Backend
46858595,2026-02,Python|SQL,1,"Count | Senior Software Engineer | REMOTE (UK/Europe/US East Coast) | Full-time | £100–140k (or local equivalent) + Equity |  https://count.co Count is an infinite, real-time canvas where SQL, Python,",Backend Engineer,Languages
46862815,2026-02,AI|Java|JavaScript|Python|SQL|TypeScript,1,"Splash Tech|  FE/Fullstack Mid-Senior/Senior | Remote( +-2 EU CET) |  Full Time |  https://splash.tech/ We’re a small UK-based free-to-play gaming company with a distributed EU team, growing fast afte",Backend Engineer,ML & AI
46858449,2026-02,BigQuery|GCP|JavaScript|PostgreSQL|Python|React|TypeScript,1,"Replica | Software Engineer | New York City Onsite (Hybrid) | NYC Area Required | Full-time |  https://www.replicahq.com We build software to help cities, transit agencies, and your state department o",Frontend Engineer,Databases
46861264,2026-02,AI|JavaScript|Python|TypeScript,1,"Tenzir | Software Engineering & Sales | Remote (EU Timezones) | Full-time Tenzir is building an open-core security data pipeline for the AI era. We empower defenders to collect, shape, and route secur",Backend Engineer,ML & AI
46858809,2026-02,AI,1,"Dragonfly | www.askdragonfly.com | Remote first (frequent trips to London) | Full-time We’re an early-stage startup at the intersection of system design, cloud infra, and AI, enabling companies to ado",Solutions Architect,ML & AI
46860277,2026-02,Unclassified,0,"Charge Robotics | Multiple Roles | Full-time | Onsite | SF Bay Area Hi HN! We’re a YC-backed, Series-A startup building robots that build large-scale solar farms. Check out a video of our first system",Unclassified,Other
46876996,2026-02,AI|Go|JavaScript|TypeScript,1,"Wolf Games is looking for a U.S.-based, fully remote Software Engineer (3+ yrs experience) to help turn creative game prototypes into polished, production-ready web games. You’ll work hands-on in Type",Backend Engineer,ML & AI
46859912,2026-02,AI,1,"At Peregrine, we are transforming the way organizations engage with their data, making it easily accessible and immediately actionable for those who need it, when they need it most.
SF / NYC / DC | In",General Software Engineer,ML & AI
46860534,2026-02,AI|LLM,1,"Doowii | Remote (US) | Full-time |  https://doowii.io Doowii is building an “AI operating layer” for education analytics: connect your institution’s systems (SIS/LMS/CRM), and non-technical teams can ",ML / AI Engineer,ML & AI
46867927,2026-02,Git|Go,1,"Comper | Multiple roles (engineering + design) | €80-100k + equity | Utrecht, The Netherlands | ONSITE |  https://comper.io We make software landscapes understandable and explorable. Our canvas is zoo",General Software Engineer,Other
46982908,2026-02,AI|C++|Data Engineering|Python,1,Alembic | SF (5 days onsite) | SRE • C++ AI • Backend Python • Data Engineering Causal AI at scale for Fortune 500. We melted GPUs building this—now running one of the world's fastest private supercom,Backend Engineer,ML & AI
46967582,2026-02,AI,1,"Wave | Applied AI Engineer |  https://wave.com  | Remote (US/UK/Canada/Spain) | Full Time Wave (YC W12) is making Africa the first cashless continent by building affordable, instant financial services",General Software Engineer,ML & AI
46863986,2026-02,Django|Kubernetes|Python|React,1,"Halfpricesoft | Founding Engineer | Berkeley, CA | ONSITE | $175k - $210k + Equity Halfpricesoft has quietly dominated the small business payroll and tax compliance space for 20 years. We are a profit",Frontend Engineer,Backend
46945618,2026-02,Go,1,"Arenko (energy transition/batteries and renewables) | London, UK | 2x/week in office We work on industrial/grid-scale batteries and other renewable generation: monitoring, managing and trading them on",General Software Engineer,Languages
46859814,2026-02,AI|AWS|GCP|Go|JavaScript|Kubernetes|Machine Learning|PyTorch|Python|React|TypeScript,1,"Lightning AI | lightning.ai | Senior Engineers (Full-stack, Backend, ML Platform) | NYC & SF | HYBRID / ONSITE | Full-time Lightning AI (the creators of PyTorch Lightning) is building the OS for AI. W",Frontend Engineer,ML & AI
46976827,2026-02,AI|AWS|Docker|DynamoDB|Go|JavaScript|Kubernetes|PostgreSQL|React|TypeScript,1,"Happy Returns (UPS) | Software Engineer (Entry-Level, Full-Stack) | Remote (US) | Full-time Happy Returns (a UPS company) is building the systems behind fast, easy online returns and exchanges for maj",Frontend Engineer,ML & AI
46871324,2026-02,AI|AWS|Android|Ios|JavaScript|Machine Learning|Python|Rust|Scala|Terraform|TypeScript,1,"Radar Labs | Software Engineers (SRE, data platform, backend, full-stack, mobile) | Remote (US), NYC | Full Time |  https://radar.com - Radar is the geo-location dev tool - Doing 1B+ API calls per day",Backend Engineer,ML & AI
46861651,2026-02,AI|Computer Assisted Language Learning|React,1,"Mozart AI | 2 Full-Stack Engineers (FE-leaning + BE-leaning) | London, UK | ONSITE (central London) / Hybrid | Full-time Mozart AI is a Digital Audio Workstation (DAW) with built-in AI Co-Production. ",Frontend Engineer,ML & AI
46860584,2026-02,AI|R,1,"Atomscale | Software Engineer, Full Stack | Boston, MA (Hybrid Onsite) |  https://atomscale.ai Atomscale is building AI to improve atomic-scale materials manufacturing. Our goal is to help translate n",General Software Engineer,ML & AI
46859341,2026-02,AI|Python,1,"EggAI | Software Engineer, Team lead, AI engineer | REMOTE (EU, Switzerland, Norway) | Full-time or Contract We have multiple roles open:
- Senior Python Developer
- Technical Team Lead
- AI engineer,",Backend Engineer,ML & AI
46857703,2026-02,AI|Machine Learning|PostgreSQL|Python,1,"AIDAR | Hamburg, Germany | REMOTE-FRIENDLY | Core Team | Full-time We’re building AI-powered tools for artist discovery, helping music professionals find emerging artists that actually fit their taste",Backend Engineer,ML & AI
46953053,2026-02,AI|Unity,1,"Family Office | AI-Native Technical Operations Lead | Miami, FL (ONSITE preferred, REMOTE US considered) | $90-150K + Equity | Contract-to-hire We're a fully capitalized HealthTech platform backed by ",General Software Engineer,ML & AI
46863232,2026-02,Machine Learning|PyTorch|Python|TensorFlow,1,"Immunera | Principal Machine Learning Engineer | NYC area (hybrid) | Full-time | immunera.ai Hey! I’m Maxim, cofounder/CEO of Immunera. We're building blood tests that use gene sequencing and machine ",Backend Engineer,ML & AI
46857726,2026-02,Unclassified,0,"VIVA Finance | Atlanta, GA (In Person)| Back-end Software Engineer Target Experience Level: 2-4 years of professional software experience VIVA is a Fintech Startup based in Atlanta, GA with the missio",Unclassified,Other
46864551,2026-02,AI|C#|C++|Java|Python,1,"SIG | Multiple Positions | SYDNEY, AUSTRALIA | Visa Sponsorship for Experienced / PhD Candidates | On Site |  https://sig.com SIG is a global quantitative trading firm founded with an entrepreneurial ",Backend Engineer,ML & AI
46862175,2026-02,AI|JavaScript|Node.js|R|React|SQL|TypeScript,1,"Neo.Tax | Senior Full-Stack Engineer | Remote (US Timezones) | Full-time Neo.Tax is automating enterprise accounting and tax with AI. We help companies like Notion, Mercury, Brex, and Whoop calculate ",Frontend Engineer,ML & AI
46857798,2026-02,AI|AWS|Java|JavaScript|Kubernetes|React|TypeScript,1,"Coveo | Senior Fullstack Developer | Canada | Full-time | Hybrid/Remote At Coveo, we build AI-powered systems that bring hyper-personalization to every enterprise experience, whether it's e-commerce, ",Frontend Engineer,ML & AI
46858155,2026-02,AWS|JavaScript|Python|React|Rust|TypeScript,1,"Strobe | Software Engineer | Brooklyn, NYC | ONSITE | Full-time | $120k–$250k + equity We’re building a distributed, software-defined power plant: buildings, batteries, EVs, and on-site generation buy",Frontend Engineer,Cloud
46876386,2026-02,AI,1,Innolitics | US-Based | Remote | Full-time Innolitics is a remote-only professional services firm. We help medical device companies—from startups to large corporations—develop software and AI for medi,General Software Engineer,ML & AI
46984173,2026-02,AI,1,Babou.ai | Remote | Full Time Hiring: Executive Assistant Babou.ai is an early-stage AI company building novel autonomous systems for creative production. We're hiring an Executive Assistant to work d,General Software Engineer,ML & AI
46880315,2026-02,AI|Go|JavaScript|TypeScript,1,"Goji Labs back in the house | We have multiple openings for: PM, Designers, QA Engineers, Go Engineers, Full Stack Typescript Engineers About us: We're a fast-growing, strategy-first software studio. ",Backend Engineer,ML & AI
46896462,2026-02,Azure|Rust,1,"Microsoft Azure Data | Senior Software Engineer (Vector DB) | US Redmond/Remote
We build the engine ( https://github.com/Microsoft/DiskANN ) that brings vector search capabilities to Azure Databases a",Cloud Engineer,Cloud
46893204,2026-02,AI,1,"Augmental | Senior Software Engineer (Embedded/Full Stack) | San Francisco, CA US | full-time | ONSITE Build in-mouth HID and other wearable HCI with us! We develop novel human-computer interaction de",General Software Engineer,ML & AI
46871300,2026-02,AI,1,"Hipcamp | Product Engineer | Full-time | REMOTE(US,CA) | hipcamp.com We’re looking for a Senior Product Engineer to join Hipcamp and help build the core product experiences that connect people with th",General Software Engineer,ML & AI
46859092,2026-02,AI|JavaScript|TypeScript,1,"Fanvue | AI Internal Developer Tooling Engineer | REMOTE (London based, GMT-5 to GMT+5 preferred) | Full-time One of the coolest roles we've had: experiment with cutting-edge AI tools to make talented",Backend Engineer,ML & AI
46946177,2026-02,Node.js,1,"Holepuch|Remote, Worldwide|Senior Node.js Software Engineer At Holepunch, we are redefining the internet’s architecture. Our open-source P2P platform, Pear, enables developers to deploy applications d",Backend Engineer,Backend
46857585,2026-02,AI|Python|Rust,1,"Cloudflare | New York City, Austin, London, Lisbon, San Francisco, Seattle | Full Time I’m hiring for some (IMHO) really fun product manager roles on Cloudflare’s Developer Platform (workers.cloudflar",Backend Engineer,ML & AI
46857491,2026-02,JavaScript|Node.js|Python|React|Ruby|TypeScript,1,"Goody | Remote | $150–250K + equity and benefits | North/South America | Full-time I'm Mark, the technical co-founder and CTO at Goody. We're building a gifting product that every business can use to ",Frontend Engineer,Languages
46858612,2026-02,Unclassified,0,"Sage | Engineering & Product | Hybrid (2 days remote, 3 days in New York City/NYC area) | Full-Time |  https://www.sagehealth.com We're building hardware & software systems to improve elder care, and ",Unclassified,Other
46864421,2026-02,Unclassified,0,"Tailscale | Developer Advocates + many others | REMOTE (US, CA, UK) Full JD here:  https://job-boards.greenhouse.io/tailscale/jobs/4656023005 Tailscale is modernizing the way we connect our devices an",Unclassified,Other
46868484,2026-02,Machine Learning,1,"AIRMO | FE, FS, ML engineers | Luxembourg | ONSITE AIRMO is a European climate-tech company using space and airborne technologies to monitor greenhouse gas emissions globally. Our instruments — combin",ML / AI Engineer,ML & AI
46961849,2026-02,React|Ruby,1,"Cliniko | Full stack developer, React developer |  https://www.cliniko.com/  | Remote | Full Time (30 hour week, full time pay) Cliniko is practice management software that makes life easy for allied ",Frontend Engineer,Frontend
46957010,2026-02,AI|AWS|GCP,1,"Forcepoint | Principle Product Manager | Remote (EU) or Hybrid (Cork, Ireland) https://www.linkedin.com/jobs/view/4361392992/ Forcepoint is seeking an accomplished Principal Platform Product Manager t",Cloud Engineer,ML & AI
46959004,2026-02,Express|Spring,1,"SafetyWing | Product Manager Intern | Remote | 6-month full time internship At SafetyWing (YC W18), we’re building a global social safety net for remote workers—simple health, insurance, and retiremen",Backend Engineer,Backend
46952788,2026-02,AI|Ios,1,"How We Feel | Lead iOS/AI Engineer | ONSITE San Francisco, Hybrid Founded by Ben Silbermann (founder of Pinterest), we’re a tight-knit team of engineers, designers and scientists building experiences ",General Software Engineer,ML & AI
46868542,2026-02,Rust,1,"Proton ( https://proton.me ) | Privacy & productivity | Full-Time | Europe, hybrid ONSITE, visa sponsorship | Scale-up, bootstrapped, profitable I am listing mostly Mail desktop related positions, but",General Software Engineer,Languages
46858277,2026-02,AI|Python,1,"Tower | Senior/Principal Software Engineers | London, UK / Berlin, DE |  https://jobs.tower.dev Data teams waste countless hours wrestling with infrastructure instead of solving their businesses’ most",Backend Engineer,ML & AI
46945590,2026-02,JavaScript|Python|Rust|TypeScript,1,"Flok Health | Engineering (systems/Rust, full-stack/Python/TS, Data) | ONSITE Cambridge UK Flok builds and runs automated physiotherapy clinics in the UK. Here's an article about us on the BBC:  https",Backend Engineer,Languages
46920847,2026-02,GCP,1,Shorebird | Mid-Senior Backend/Cloud Engineer (Dart) | REMOTE (North America) | Full-time | $150-220k + equity + benefits |  https://shorebird.dev Flutter/Shorebird founder here. Flutter is used by mi,Cloud Engineer,Cloud
46860331,2026-02,Unclassified,0,"Stainless | Engineers, EMs, GTM, Former Founders | NYC & SF (onsite) | Full-time When you npm install openai or pip install anthropic, you’re pulling code generated by Stainless. We’re building the pl",Unclassified,Other
46928330,2026-02,AI,1,"PermitFlow (YC W22) | Staff, Fullstack & Frontend Software Engineers | New York, NY | ONSITE | Full-time |  https://permitflow.com PermitFlow’s mission is to streamline and simplify construction permi",General Software Engineer,ML & AI
46946277,2026-02,AI|AWS|GCP|Machine Learning|NumPy|Python,1,"Parts Order | CTO | REMOTE (US/Canada + Europe) We are building AI-powered spatial audio tools that make Dolby Atmos mastering accessible to artists, labels and engineers. Seed-stage, fully remote (PT",Backend Engineer,ML & AI
46947049,2026-02,Unclassified,0,"On Time Bride | Remote, Toronto Area | Founding Engineer | NodeJS On Time Bride is an innovative wedding planning platform built for couples, vendors, and planners who are done with spreadsheets and c",Unclassified,Other
46861373,2026-02,JavaScript|Machine Learning|Python|TypeScript,1,"Apple | Full-Stack Software Engineer | San Diego, CA OR Sunnyvale, CA | ONSITE (3 days/week in office) We are looking for a Full-Stack Software Engineer to join our team to design and build full-stack",Backend Engineer,Languages
46912689,2026-02,AI|C#|C++|Java|JavaScript|Machine Learning|Python,1,"Microsoft AI | Platform Engineering | Full-time | Seattle, WA or San Francisco Bay Area | ONSITE (4 days/week) We're building the platform primitives that power  https://copilot.com  (Microsoft's Chat",Backend Engineer,ML & AI
46861580,2026-02,AI|LLM|Machine Learning,1,"Nomi.ai |  https://nomi.ai  | Senior Machine Learning Engineer | Remote (Global) | Full-time | $150k–$250k + equity At Nomi, we're building AI companions that form deeply meaningful, humanlike relatio",ML / AI Engineer,ML & AI
46868502,2026-02,AI|AWS,1,"Nango | Full-time | Remote (North America, LATAM, Europe) |  https://nango.dev Nango (YC W23) is a developer infrastructure company and the leading provider of API access for agents and apps. It enabl",Cloud Engineer,ML & AI
46859721,2026-02,Cassandra|Elasticsearch|PostgreSQL|Python|Rust|Terraform,1,Discord | Senior Software Engineer - Database Infrastructure | SF Bay Area (Hybrid) Tech stack: Rust | ScyllaDB | k8s | Python | Postgres | Elasticsearch | Terraform Role: Build and operate distribute,Backend Engineer,Databases
46858287,2026-02,Express|GCP|MySQL|React|Snowflake|Terraform|dbt,1,Atria | Global Remote (almost anywhere) & Hybrid NYC | 11 Engineering roles Atria Health ( https://www.atria.org ) is doubling the size of our Engineering team with roles across disciplines (product e,Frontend Engineer,Backend
46908134,2026-02,AI|Machine Learning,1,Pepr AI | pepr.ai | Onsite in San Francisco | Full-time | Multiple roles | $140-$270K based on role/experience | Visa Sponsorship | Relocation We are building the AI Operator for growth to replace tra,ML / AI Engineer,ML & AI
