id,month,skills,has_skills,full_text
47977166,2026-05,AI|JavaScript|Next.js|Python|TypeScript|computer programming|geographic information systems,1,In The Loop (intheloop.engineering) | Senior Consulting Engineers | Remote (US time zones) We’re a small group of senior engineers who help non‑technical AI founders take fragile MVPs to production‑re
48014519,2026-05,CAM software|ML|machine learning|robotics,1,Anvil | Founding Computational Geometry Engineer + Full-Stack Engineer | Greater Boston | HYBRID | Full-time | $140k-$180k + 0.5-2.5% equity We're a seed stage (VC backend) company building a vertical
47975833,2026-05,3D modelling|database,1,"Deep Core Technology | Founding Engineer | REMOTE (CANADA) | Full Time | Salary: $105,000 - $125,000 CAD + 1% equity Company: We’re building a geologic modelling software, based on reasoning, to help "
48014057,2026-05,AI|AWS|JavaScript|NestJS|Python|React|Tailwind|TypeScript|computer programming|create prototype of user experience solutions|geographic information systems|pandas,1,"Maiven | Full-Stack Engineer, UX/UI Designer, Energy Modeling Engineer | REMOTE (US) | Full-Time At Maiven Energy, we're working on real-world problems at the intersection of responsible AI and reside"
47985407,2026-05,AI|FFmpeg|Go|JavaScript|R|Rust|TypeScript|create prototype of user experience solutions,1,"Axis Communications | Software Engineer - Video Management & Agentic Engineering | Linköping, Sweden (Onsite) Join a newly formed R&D team at Axis focused on rethinking how software is built using AI "
48008852,2026-05,Solidity|computer programming|geographic information systems|smart contract,1,Category Labs |  https://www.category.xyz/  | Remote and NYC | Full Time | $200K USD+ Category Labs (formerly known as Monad Labs) is a team of systems engineers and researchers on a mission to design
48014231,2026-05,AI|LESS|computer technology|go,1,"Kanmon | Senior FullStack Engineer | Hybrid (San Mateo) or REMOTE
Kanmon is built around B2B finance and it's one of the largest and most broken markets in the world. SMBs are 44% of US GDP and extend"
47980397,2026-05,computer programming|geographic information systems,1,"PostHog | Full-Time | Product engineers, backend engineers, Technical Account Managers, sales leader | REMOTE (all remote) | Hiring GMT-8 to GMT+2
PostHog makes dev tools that help product engineers b"
48009523,2026-05,Bumbal|Computer Assisted Language Learning|Docker|MySQL|Nuxt|PHP|Vue,1,"LOCATION: Poland (EU)
REMOTE: Yes (EU/US timezones OK, based in UTC+1)
WILLING TO RELOCATE: No
TECHNOLOGIES: PHP 8, Symfony 6, Shopware 5/6, MySQL, Vue/Nuxt (headless), Docker, REST/GraphQL APIs, ERP/"
47975670,2026-05,AI|Go|Kubernetes|Rust,1,"Loophole Labs | Senior Systems Engineer | REMOTE (Americas & Europe) | $150k–195k USD + equity | Go, Zig, Rust, C, eBPF, CRIU, Kubernetes We make Architect: a Kubernetes runtime that hibernates idle p"
47978937,2026-05,AWS|RAGE (digital game creation systems)|computer technology|geographic information systems|learning management systems,1,"Railway | Infra Eng-Storage, Infra Eng-Observability, Product Design | REMOTE (Worldwide) |  https://railway.com/careers Do you feel scared and alone when opening the AWS console? Do you wish you coul"
47982361,2026-05,AWS|Docker|PostgreSQL|Python|S18|Terraform|computer technology,1,"Enveritas (YC S18, non-profit) | Backend Software Engineer | Remote (Global) |  https://enveritas.org/jobs/ Enveritas is a 501(c)(3) nonprofit working on sustainability issues facing smallholder coffe"
47977662,2026-05,AI|JavaScript|LLM|Next.js|Python|React|SaaS|TypeScript|service-oriented modelling,1,Form AI | Full-Stack AI Engineer (Contract) | REMOTE (US) / Austin |  https://formai.build Form is an AI fluency/integration startup for executives & their teams. We build AI applications tailored to 
47975959,2026-05,Unclassified,0,PlantingSpace | Full-time | Remote (EU time zone) + Quarterly Meet-ups |  https://planting.space We're building a system that represents domain knowledge as modular probabilistic models — making analy
47976204,2026-05,computer programming|geographic information systems,1,"exe.dev | full time member of technical staff | sf bay area only competitive salary, meaningful early equity, 2 days a week in the downtown sf office come build a cloud. we are doing everything from c"
48005552,2026-05,AWS|DevOps|JavaScript|PostgreSQL|TypeScript|augmented reality|aws|computer programming|learning management systems|machine learning|postgresql|python|redis|rust|terraform|typescript,1,"ThreatMark | Security, Machine Learning | REMOTE(World) / Brno, Czech Republic | Equity ThreatMark protects >50M end users from finacial fraud and saves > $100M every year in losses. 
We are working w"
47976728,2026-05,AWS|Ansible|DevOps|Go|Kubernetes|SaltStack|Terraform|computer programming|computer technology|geographic information systems|go,1,Spacelift | Remote (Europe) | Full-time | Senior Software Engineer | $80k-$110k+ (can go higher) We're a VC-funded startup (recently raised $51M Series C) building an infrastructure orchestrator and c
48006671,2026-05,AI|computer technology,1,"PetsApp – The future of pet care | Remote (UK) |  https://petsapp.com Open roles:
Support Engineer £30k–£55k | Full-time We're building an AI-powered clinic assistant that handles bookings, messaging,"
47979298,2026-05,computer programming,1,"OpenRent | London, UK | Full-Time | ONSITE+PART REMOTE |  https://www.openrent.co.uk What sucked the last time you rented a house or flat? Come and fix it. OpenRent is a force for good in an industry "
48005990,2026-05,geographic information systems,1,"N26 SE | SREs, EMs, Lead Backend Engineer | Berlin, Barcelona|  https://www.n26.com  | Full-time N26 has reimagined banking for today’s digital world. Technology and design empower everything we do an"
48009493,2026-05,AI|electronic communication|geographic information systems,1,"Company: This Dot Labs
Location: REMOTE (US)
Role: Senior Frontend Engineers
Experience: 7+ years We’re growing the team at This Dot Labs and hiring 6–8 senior engineers. We’re looking for engineers w"
48004193,2026-05,ML|PyTorch|Python|cloud technologies|data science|geographic information systems|machine learning|numpy|pandas,1,Flow Traders | Research Engineer | Hong Kong/ London (onsite) | Full Time | Visa | Relocation Flow Traders is a leading proprietary trading firm with an entrepreneurial and innovative Tech culture at 
48012147,2026-05,AWS|CI/CD|Django|Docker|NumPy|Pandas|Python|Redis|Tailwind|Vue|computer programming|geographic information systems,1,"SEEKING WORK | Full-Stack Developer (Django, Vue, AWS) Location: Argentina (remote-friendly, US/EU time overlap) I’m a full-stack developer with a background in finance, working mainly with Django, Vu"
48005795,2026-05,AI|ML|Python|computer programming|data engineering|geographic information systems|machine learning,1,"Sundogs | SWE, Data & ML | Remote CET / EST | Contract or Full time We're Sundogs, an early-stage startup (15 people) founded by ex-Googlers. We use AI and human creative expertise to transform video "
47980487,2026-05,AI|Outsourcing model|computer programming,1,"Hyperspell | YC F25 | San Francisco, ONSITE | $150k-220k + generous equity and benefits | hyperspell.com I'm Manu, founder of Hyperspell. 14 Years ago I found my first job in tech through Who's Hiring"
48005926,2026-05,AI|DevOps,1,"EggAI | Tech Lead, AI Engineer, Senior/Lead Infra engineer/devops | REMOTE (EU, Switzerland, Norway) | Full-time or Contract Multiple roles open. We are a small boutique consultancy and are quite expe"
48005277,2026-05,JavaScript|Looker|Next.js|Python|TypeScript|computer technology|geographic information systems,1,Deepline | NYC (ONSITE) | Founding Full-stack Engineers and Forward Deployed Engineers | $160k–$220k + meaningful equity User interfaces are dead. Knowledge workers will exclusively work through agent
48003121,2026-05,AI|AWS|Azure|CI/CD|DevOps|Docker|GCP|Git|Java|LLM|ML|PyTorch|Python|Python (computer programming)|Scala|TensorFlow|computer programming|computer technology|machine learning|tools for software configuration management,1,"Adobe | Forward Deployment Engineering (AI/ML)| SJ| Hybrid | Full-Time
Location: San Jose, CA (Hybrid/Onsite). As a Forward Deployed Engineer, you’ll act as a technical ambassador for Adobe—splitting "
48006425,2026-05,Python|data analytics,1,Logenta.ai | CTO | Remote (EU) We're building an agentic data analytics companion for intralogistics. Looking for a hands-on founder/CTO who can design and ship an agent-based system end-to-end. You'r
48010697,2026-05,computer programming|computer technology,1,"Nylas | Product Manager, Product Marketing Manager, FP&A Analyst, BDR | REMOTE (US or Canada) | Full-Time |  https://www.nylas.com Nylas provides APIs for email, calendar, and contacts, connecting to "
47987456,2026-05,computer programming|geographic information systems|learning management systems,1,"RINSE | REMOTE or San Francisco, Los Angeles, Chicago, Boston, New York City, New Jersey, Seattle, Austin, Toronto, or Washington DC - INTERNATIONAL OK | QA Engineer | Full-Time | Salary: $40k-$100k U"
48001984,2026-05,AI|LLM|geographic information systems,1,SmarterDx | 150-250k+ + equity + benefits | Remote (US only) | Multiple roles |  https://smarterdx.com/careers SmarterDx builds clinical AI for one of healthcare’s most broken systems: how hospitals g
48000122,2026-05,AI|AWS|GitHub Actions|PostgreSQL|computer programming|geographic information systems,1,TrakPro | Senior Rails Engineer | REMOTE (overlap with Ireland 9–5 GMT) | €48–60k/yr We're a construction payment management SaaS based in Ireland. Main contractors and subcontractors use us to track 
47977953,2026-05,AWS|PostgreSQL|computer technology|electronic communication|geographic information systems,1,Youth Inc | Software Engineer | ONSITE/HYBRID Boston Youth Inc. is a venture-backed commerce and media company focused on the youth and high school sports market. We’re looking for an early-career Sof
48004707,2026-05,Ansible|Grafana|Helm|Kafka|Kubernetes|MongoDB|Python,1,Aptira | Fully Remote AUS/NZ | Full-time | Senior SRE We're an Australian consulting company currently building out a multi region baremetal Kubernetes cluster for a client experiencing explosive grow
47982730,2026-05,Unclassified,0,"Hammock ( https://usehammock.co/ ) | Backend Engineer, Full Stack Engineer | NYC (4 days in-person, 1 flexible) | Full-Time | $150-225k Hammock is building the first HSA/FSA that actually works for mo"
47977276,2026-05,Go|JavaScript|Kubernetes|React|TypeScript|computer programming|geographic information systems,1,"Chestnut | Senior Product Engineer | SF or Seattle (Hybrid) |  https://jobs.ashbyhq.com/Chestnut I'm Nick, CTO & co-founder. We're Rippling, but for insurance carriers paying their sales force. Every "
47975945,2026-05,building automation|computer technology|geographic information systems,1,"Fortech Engineering | Full Stack Software Engineer | Primarily remote (Waterloo region, Canada) | $140-170K CAD + performance pay + earned equity Electrical and mechanical engineering consulting firm "
48003986,2026-05,AI|go,1,"Cora AI | Full Stack / Applied AI Engineer | REMOTE (US ONLY, LA or SF a plus) | Full-time | $190–250k + early equity Customer success agents and account intelligence layer that actually do the manual"
47978833,2026-05,geographic information systems,1,"VersaFeed.com | DIRECTOR OF BUSINESS DEVELOPMENT | REMOTE (USA ONLY) | Full-time YES, THIS IS A SALES/BIZDEV JOB ON HACKER NEWS.  WE LIKE TECHNICAL PEOPLE, WHAT CAN I SAY. About us : VersaFeed is an a"
47978287,2026-05,LLM|R|SaaS|geographic information systems,1,"Uncountable | NY, SF, London & Munich (In-Person) | Full-Stack Engineering 
 https://www.uncountable.com/hiring/hn Uncountable accelerates R&D for industrial scientists across leading materials, chemi"
47975574,2026-05,AI|JavaScript|LLM|ML|Python|TypeScript|computational biology|geographic information systems,1,"Pathos AI | Senior Software / AI Engineer | NYC (hybrid, 3-4 days onsite) | Full-time | $180-200K + equity | VISA Pathos is an oncology biotech building AI as the operating system for drug development"
47977356,2026-05,AI|ML|PhD|computer technology|computer vision|machine learning|robotics,1,"ko-br | Robotics, Computer Vision, Imitation Learning, Reinforcement Learning Engineers & Reserchers |  https://ko-br.com  | Cairo, Egypt & London, UK We build Physical AI models deployable today in w"
48010560,2026-05,AI|Cursor|SPARK|Spark|computer technology,1,"Baseten Labs | San Francisco, New York |ONSITE, REMOTE, HYBRID | VISA SPONSORSHIP | RELOCATION SUPPORT We are Baseten, the team that powers mission-critical inference for the world’s most dynamic AI c"
47978920,2026-05,AI,1,"Hey HN! Air Space Intelligence ( https://www.airspace-intelligence.com ) is hiring. We are a frontier AI and product company for the critical industries and defense, backed by a16z. We’re rebuilding A"
47976670,2026-05,augmented reality|geographic information systems,1,"Sectigo | Manager, Software Development | HYBRID (Canada) Ottawa | $142k - $165k CAD per year Company Description At Sectigo, we align around our mission and pride ourselves in helping thousands of cu"
47977581,2026-05,AI|ML|PyTorch|Python|React|XGBoost|learning management systems|machine learning,1,"River | Senior + Staff Engineers (Elixir, React, ML/AI) | SF or NYC or REMOTE (US, Europe, South America) | Full-Time | $150K-$250K + equity |  https://jobs.ashbyhq.com/river?utm_source=Zp9nJyqvd4 I'm"
48008275,2026-05,AI|PostgreSQL|geographic information systems,1,"tiun ( https://tiun.io ) | Senior Marketing Engineer | Zürich or Remote (Europe) | FULL-TIME tiun is the commercial backend for SaaS, AI, and digital products: auth, payments, and customer data in one"
47975788,2026-05,Excel|Unity (digital game creation systems)|computer programming,1,"Normcore.io | Head of Strategic Finance | Full-time | $100-140K USD | Remote PT/ET Hours I'm the founder of Normcore.io, an autoscaling game server hosting service and Unity plugin that includes all o"
47978231,2026-05,.NET|augmented reality|computer programming|geographic information systems,1,"Triumph Financial |  https://triumph.io  | Engineer (Lead | Staff) & Staff Product Manager | REMOTE (USA only) | Full Time | $150-$300k At Triumph Financial, we’re building the modern freight payments"
47975870,2026-05,GCP|JavaScript|NestJS|PostgreSQL|SQL|TypeScript|Typescript|geographic information systems,1,Solace Health | Multiple Engineering Roles | REMOTE (US) | Full-time | No visa sponsorship offered We're hiring Typescript Engineers on all our core groups as we're poised to double the size of our 90
47978164,2026-05,AI|computer technology|learning management systems,1,"Pango | Senior Software Engineer - Full Stack, Technical Lead / Software Engineer | On-site (hybrid) in Stockholm, Sweden (Visa Sponsorship possible) | Full time Pango is building the world's first Ag"
48003160,2026-05,computer programming|geographic information systems,1,"40GRID - Full-time Remote | Senior QA Engineer | Product Designer
Our mission is to empower field-service companies to grow by modernizing and automating their business operations. Every company we wo"
47976607,2026-05,Ruby|Ruby (computer programming),1,"Scholarly | Senior Software Engineer | Seattle, On-Site | Full-Time | $160k - $200k + equity + health benefits + equipment budget Scholarly is building the HR operating system for higher education. We"
47977978,2026-05,computer programming,1,"Atomic Machines is building a manufacturing platform for a new class of micromachines, here in the Bay Area. We have open roles in SW/EE/ME. My team is hiring for this role, ONSITE in Emeryville, CA:
"
47979383,2026-05,AI|computer programming,1,"SwingVision is the AI tennis & pickleball app that provides automated stats, highlights, and line calling using just your phone. Our mission is to democratize the pro sports experience for all athlete"
47977972,2026-05,AI|AWS|JavaScript|PostgreSQL|React|TypeScript|computer programming|computer technology|geographic information systems,1,Instinct Science | Senior Full-Stack Engineer (Elixir + React) | REMOTE (US) | Full-Time Instinct Science is the AI leader in veterinary medicine. We build the platform that powers animal hospitals — 
47977906,2026-05,AI|AWS|LLM|augmented reality|computer technology|geographic information systems,1,"Matterhaul | Infra Eng, AI Eng, Founding Marketer | SF (SoMa) | ONSITE (4 days/week) | Full-time | matterhaul.com Matterhaul is building an AI-native ERP for the $2T physical goods supply chain. We ar"
48005831,2026-05,Django|Java|Kotlin|Python,1,"Location: Remote (contract) Technologies: Kotlin (Android), Python (Django), Java, Dart (Flutter), Stripe, FHIR, Compose Multiplatform About Me: Formerly at Google and Amazon, driven by a deep passion"
48011307,2026-05,Python,1,"AirOps | Engineering, GTM | SF · NYC · Montevideo Search is being rewritten — buyers ask ChatGPT, Claude, and Perplexity, and the brands cited in those answers win. AirOps is the runtime marketing tea"
47978952,2026-05,AI|AWS|JavaScript|Python|React|S17|TypeScript|augmented reality|computer programming|create prototype of user experience solutions,1,"BillionToOne (YC S17, NASDAQ: BLLN) | Menlo Park, CA | Onsite We're a molecular diagnostics company. YC made a video of us recently:  https://www.youtube.com/watch?v=kkv5rZhrLkc . Our software team cr"
47991238,2026-05,computer technology|firmware|integrated development environment software|learning management systems,1,"Zero Motorcycles | Engineering Manager (Firmware), Software Engineer (Cloud) | Scotts Valley, CA (Hybrid) |  https://zeromotorcycles.com/ We build electric motorcycles. Our bikes work well on their ow"
48009560,2026-05,AI|ML|augmented reality|geographic information systems,1,"Capital Normal University | Beijing | Faculty/Professors in AI | ONSITE | Full-Time
The College of AI at CNU is hiring professors (Assistant to Full) in CV, NLP, and ML Theory. We offer competitive in"
47977744,2026-05,AI|algorithms|data analytics|geographic information systems|machine learning,1,"Seeq |  https://seeq.com  | Staff Software Engineer (Frontend, Backend, Platform) | REMOTE (Some crossover w/ PST required) | Full-time | $170k + annual cash bonus + equity. Salary range for US-based;"
48009461,2026-05,AI|AWS|ML|Outsourcing model,1,Confidential Series B fintech | Senior SRE | REMOTE (US) | Full-time We're hiring a US-based senior SRE to help support our feature teams. We are predominately an API company in the b2b fintech space.
47976317,2026-05,JavaScript|Python|SQL|geographic information systems,1,"Level 12 | Full Stack Web Developer - Python, JavaScript, SQL | Mid-Level & Senior | REMOTE | SALARY:$95K-145K+ |  https://www.level12.io/careers/ Level 12 is a software consulting and custom developm"
47977138,2026-05,AI|computer technology|data engineering|data science|electronic communication|geographic information systems,1,"Castleton Tower | Senior Consultant (Data Engineering, Investment Analytics, Strategy) | Hybrid (US) Castleton Tower is a boutique consulting firm founded by executives who have built and led quantita"
47977605,2026-05,R,1,"Longshot Systems | Multiple Senior Eng | London, UK, hybrid | Full time Longshot is at the cutting edge of sports betting modelling R&D and has been producing market beating models for a decade. We ne"
47975678,2026-05,computer technology|hardware testing methods|integrated development environment software,1,"Entex | Full-stack Dev | Remote (Worldwide) | 60 to 100 % entex is a small established Swiss IT service provider. We offer some of the classics: IT support, infrastructure, web development and high-en"
47986311,2026-05,AI|AWS|JavaScript|PyTorch|Python|TypeScript|geographic information systems,1,Octozi | Founding Engineer | NYC (Hybrid) | Full-time |  https://www.octozi.com/ Octozi is a revenue-generating seed-stage company building AI agents for clinical development workflows. Bringing a dru
47975952,2026-05,AI|computer programming|service-oriented modelling,1,Beautiful.ai | Full-Time | Remote in US & CAN | SaaS B2B Presentation Software | Series B | 16M Funding | AI Industry 1. Account Executive | 140k - 240k USD Base Salary + Uncapped On-Target Commission
47984711,2026-05,AI|augmented reality|computer programming|geographic information systems|go|hardware testing methods,1,"Stellar | Amsterdam, the Netherlands | Onsite (2 days remote OK) | €70-100k + equity |  https://stellarcs.ai Hey, I'm one of Stellar's founders. We're building AI for large contact centers, our primar"
47982703,2026-05,Unclassified,0,"Prophet Town LLC | Various Software Engineering Roles | US – Remote and Hybrid | English fluency required | Full-time | $150K-$260K annual total comp (multiple) We are a people-first, boutique tech ag"
47988482,2026-05,AWS|Go|PostgreSQL|Tailwind|Terraform|Vite,1,"Yidi's Consulting | Senior Full-Stack Engineer | REMOTE (LATAM/EU time zones welcome) | Contract-to-hire | $40/hr | yidisconsulting.com We're a 4-person boutique consulting shop in Albany, NY building"
47982238,2026-05,Azure|Source (digital game creation systems),1,"Microsoft | Azure Deployments & Bicep Team | Senior Software Engineer | REMOTE (US-based only) The Azure Deployments & Bicep team aims to make deploying resources to Azure simple, safe, predictable, a"
47985738,2026-05,Java|Java (computer programming),1,"FusionAuth | Senior Java Engineer, Account Executive, Solutions Engineer | Varies between REMOTE (in USA, also in Europe but only for the account exec/solutions engineer positions) and ONSITE in Denve"
47986563,2026-05,AWS|Android (mobile operating systems)|JavaScript|ML|Python|Rust|Scala|Terraform|TypeScript|augmented reality|database|geographic information systems|iOS|sensors,1,"Radar Labs | Software Engineers (SRE, data platform, backend, full-stack, mobile) | Remote (US), NYC | Full Time |  https://radar.com - Radar is the geo-location dev tool - Doing 1B+ API calls per day"
47988764,2026-05,AI|Elasticsearch|PostgreSQL|geographic information systems,1,Senior Backend Engineer (Architecture & AI Systems) | Vienna / Remote (Europe only!) | Full-time | Salary + equity Early-stage startup building an AI platform that helps architecture and engineering t
47976574,2026-05,AI|computer programming|computer technology|geographic information systems,1,"Y Combinator | Product Engineers on YC's own team | San Francisco | Full Time | $185K-$485K I'm Ryan, an EM and engineer here at YC. We have a small, 18-person software team with no PMs -- engineers o"
47984660,2026-05,AI|Elasticsearch|GCP|GEO|JavaScript|Next.js|React|TypeScript|computer programming,1,"Promptwatch |  https://promptwatch.com  | Amsterdam, Netherlands | HYBRID/ON-SITE | Full-time |  https://promptwatch.com ==================== Promptwatch helps companies track and improve their visibi"
47982988,2026-05,AI|LLM|PLaMo|R|learning management systems,1,"Preferred Networks | Tokyo or Remote in Japan | Full-time |  https://www.preferred.jp/en Preferred Networks is an AI company based in Tokyo working across the stack, from AI chips and computing infras"
47979955,2026-05,AWS|geographic information systems,1,"Yassi|Senior Fullstack Engineer (Golang, Node.js/React, AWS) 3 days in-office Chicago YASSI provides real-time access to vehicle title, lien, and registration data directly from U.S.
state motor vehic"
47978785,2026-05,AI|ML|augmented reality|computer science|computer vision,1,"Stellar Science  | Hybrid (USA) Albuquerque NM, Washington DC (Tysons VA), Dayton OH | Full time, interns/co-ops | U.S. citizenship required |  https://www.stellarscience.com Company : We're a small s"
47979994,2026-05,AI|AWS|Azure|GCP|ML|PyTorch|Python|TensorFlow|hardware testing methods|learning management systems|machine learning,1,"ML6 | Machine Learning Engineer, Data Engineer | Python, TensorFlow, PyTorch, GCP, AWS, Azure | Full-time | Amsterdam, Berlin, Munich, Eindhoven, Ghent (EU) On-site/hybrid We are a Machine Learning co"
47978984,2026-05,data analytics,1,"Sheer Health ( https://www.sheerhealth.com ) | New York, NY | Full-Time | ONSITE
If you or a loved one has ever suffered from confusing/egregious medical bills or insurance communications, this is you"
47981963,2026-05,AI|geographic information systems,1,FeedbackPulse | HR/PeopleOps Specialist | Remote (SEA-based) | Full-time |  https://feedbackpulse.com Mission: Build better culture & growth systems for companies that don’t have them. Then make them 
